query_type,duration
scan_id,0.0026
issue_flag,0.008058
sequence,0.002
scan_id,0.002243
issue_flag,0.007755
sequence,0.00342
scan_id,0.0025
issue_flag,0.008762
sequence,0.003494
scan_id,0.0021
issue_flag,0.001112
sequence,0.000999
scan_id,0.002
issue_flag,0.006501
sequence,0.002997
scan_id,0.001736
issue_flag,0.001001
sequence,0.000999
scan_id,0.002001
issue_flag,0.0075
sequence,0.0045
scan_id,0.003356
issue_flag,0.008
sequence,0.002499
scan_id,0.003499
issue_flag,0.010181
sequence,0.002499
scan_id,0.004
issue_flag,0.012564
sequence,0.00486
scan_id,0.002855
issue_flag,0.015185
sequence,0.003221
scan_id,0.003156
issue_flag,0.021713
sequence,0.003001
scan_id,0.002502
issue_flag,0.03246
sequence,0.006352
scan_id,0.004499
issue_flag,0.014452
sequence,0.002875
scan_id,0.001502
issue_flag,0.00154
sequence,0.000958
scan_id,0.003502
issue_flag,0.011016
sequence,0.004335
scan_id,0.004027
issue_flag,0.011583
sequence,0.002998
scan_id,0.005266
issue_flag,0.001606
sequence,0.001723
scan_id,0.002777
issue_flag,0.013647
sequence,0.003999
scan_id,0.0035
issue_flag,0.014001
sequence,0.002999
scan_id,0.004508
issue_flag,0.010001
sequence,0.005154
scan_id,0.005164
issue_flag,0.002
sequence,0.00739
scan_id,0.003999
issue_flag,0.017821
sequence,0.003518
scan_id,0.003
issue_flag,0.014
sequence,0.003001
scan_id,0.002999
issue_flag,0.016567
sequence,0.002953
scan_id,0.002
issue_flag,0.001516
sequence,0.002065
scan_id,0.00242
issue_flag,0.008
sequence,0.002365
scan_id,0.002502
issue_flag,0.009499
sequence,0.0025
scan_id,0.002501
issue_flag,0.012998
sequence,0.001501
scan_id,0.002079
issue_flag,0.01
sequence,0.002499
scan_id,0.002
issue_flag,0.010001
sequence,0.001948
scan_id,0.001558
issue_flag,0.007559
sequence,0.002999
scan_id,0.002001
issue_flag,0.008
sequence,0.001501
scan_id,0.002
issue_flag,0.001628
sequence,0.001186
scan_id,0.003542
issue_flag,0.007998
sequence,0.003634
scan_id,0.001501
issue_flag,0.006499
sequence,0.0025
scan_id,0.001324
issue_flag,0.001002
sequence,0.001497
scan_id,0.002
issue_flag,0.006499
sequence,0.0035
scan_id,0.003499
issue_flag,0.005999
sequence,0.002001
scan_id,0.001002
issue_flag,0.001001
sequence,0.000908
scan_id,0.003008
issue_flag,0.006498
sequence,0.002
scan_id,0.002499
issue_flag,0.001501
sequence,0.0015
scan_id,0.003999
issue_flag,0.00863
sequence,0.002002
scan_id,0.003166
issue_flag,0.001335
sequence,0.00074
scan_id,0.002239
issue_flag,0.012182
sequence,0.002038
scan_id,0.0025
issue_flag,0.007495
sequence,0.003063
scan_id,0.002436
issue_flag,0.008388
sequence,0.00302
scan_id,0.00248
issue_flag,0.008001
sequence,0.003
scan_id,0.002828
issue_flag,0.008494
sequence,0.001912
scan_id,0.001501
issue_flag,0.001001
sequence,0.001
scan_id,0.002498
issue_flag,0.007441
sequence,0.0025
scan_id,0.001999
issue_flag,0.008747
sequence,0.002878
scan_id,0.002262
issue_flag,0.010501
sequence,0.001997
scan_id,0.000999
issue_flag,0.001
sequence,0.000502
scan_id,0.002001
issue_flag,0.012002
sequence,0.002497
scan_id,0.002955
issue_flag,0.0015
sequence,0.0015
scan_id,0.001491
issue_flag,0.001001
sequence,0.001
scan_id,0.002499
issue_flag,0.010558
sequence,0.002221
scan_id,0.002001
issue_flag,0.011115
sequence,0.0025
scan_id,0.004001
issue_flag,0.008001
sequence,0.001999
scan_id,0.001844
issue_flag,0.001572
sequence,0.002299
scan_id,0.001501
issue_flag,0.001422
sequence,0.000977
scan_id,0.000996
issue_flag,0.001501
sequence,0.001
scan_id,0.001999
issue_flag,0.009849
sequence,0.003111
scan_id,0.002497
issue_flag,0.010695
sequence,0.001821
scan_id,0.002666
issue_flag,0.009
sequence,0.001289
scan_id,0.002934
issue_flag,0.008298
sequence,0.00152
scan_id,0.001307
issue_flag,0.009074
sequence,0.001996
scan_id,0.001002
issue_flag,0.000998
sequence,0.000999
scan_id,0.0015
issue_flag,0.007501
sequence,0.003015
scan_id,0.002138
issue_flag,0.012429
sequence,0.002649
scan_id,0.002501
issue_flag,0.009386
sequence,0.001502
scan_id,0.002497
issue_flag,0.001001
sequence,0.001
scan_id,0.001999
issue_flag,0.007501
sequence,0.003002
scan_id,0.003409
issue_flag,0.008999
sequence,0.001999
scan_id,0.003005
issue_flag,0.006001
sequence,0.002499
scan_id,0.002002
issue_flag,0.001001
sequence,0.001677
scan_id,0.001608
issue_flag,0.008001
sequence,0.0025
scan_id,0.002999
issue_flag,0.012952
sequence,0.002502
scan_id,0.004499
issue_flag,0.018931
sequence,0.002999
scan_id,0.001529
issue_flag,0.012936
sequence,0.002178
scan_id,0.001412
issue_flag,0.009527
sequence,0.002225
scan_id,0.002703
issue_flag,0.01002
sequence,0.002479
scan_id,0.003499
issue_flag,0.013868
sequence,0.002497
scan_id,0.001997
issue_flag,0.009001
sequence,0.002726
scan_id,0.002501
issue_flag,0.0095
sequence,0.002504
scan_id,0.002625
issue_flag,0.010613
sequence,0.002114
scan_id,0.002678
issue_flag,0.010001
sequence,0.002234
scan_id,0.002268
issue_flag,0.0085
sequence,0.002501
scan_id,0.001999
issue_flag,0.009501
sequence,0.00259
scan_id,0.001946
issue_flag,0.001048
sequence,0.001
scan_id,0.002
issue_flag,0.006998
sequence,0.003559
scan_id,0.001052
issue_flag,0.000849
sequence,0.000999
scan_id,0.0025
issue_flag,0.006002
sequence,0.002999
scan_id,0.003364
issue_flag,0.008999
sequence,0.001531
scan_id,0.003503
issue_flag,0.010998
sequence,0.002
scan_id,0.003004
issue_flag,0.008497
sequence,0.002001
scan_id,0.001499
issue_flag,0.001
sequence,0.002621
scan_id,0.00333
issue_flag,0.006001
sequence,0.002002
scan_id,0.0015
issue_flag,0.008833
sequence,0.001525
scan_id,0.001002
issue_flag,0.0015
sequence,0.001625
scan_id,0.001659
issue_flag,0.00128
sequence,0.001998
scan_id,0.002501
issue_flag,0.004998
sequence,0.002599
scan_id,0.002399
issue_flag,0.01
sequence,0.002761
scan_id,0.001899
issue_flag,0.001501
sequence,0.002502
scan_id,0.002519
issue_flag,0.008479
sequence,0.003008
scan_id,0.002499
issue_flag,0.008499
sequence,0.0025
scan_id,0.003473
issue_flag,0.008899
sequence,0.002001
scan_id,0.002499
issue_flag,0.014028
sequence,0.0025
scan_id,0.002501
issue_flag,0.001497
sequence,0.001593
scan_id,0.001907
issue_flag,0.007002
sequence,0.002999
scan_id,0.003001
issue_flag,0.008498
sequence,0.003001
scan_id,0.001999
issue_flag,0.007011
sequence,0.002489
scan_id,0.001
issue_flag,0.001501
sequence,0.002499
scan_id,0.002001
issue_flag,0.008502
sequence,0.0035
scan_id,0.001999
issue_flag,0.000499
sequence,0.001002
scan_id,0.000999
issue_flag,0.010501
sequence,0.002999
scan_id,0.001001
issue_flag,0.001002
sequence,0.000998
scan_id,0.001
issue_flag,0.001
sequence,0.000999
scan_id,0.001
issue_flag,0.000501
sequence,0.001002
scan_id,0.002998
issue_flag,0.008799
sequence,0.001571
scan_id,0.001989
issue_flag,0.008351
sequence,0.002202
scan_id,0.001565
issue_flag,0.009181
sequence,0.001998
scan_id,0.001499
issue_flag,0.001002
sequence,0.000999
scan_id,0.001999
issue_flag,0.008001
sequence,0.002501
scan_id,0.0015
issue_flag,0.010501
sequence,0.001999
scan_id,0.002998
issue_flag,0.009
sequence,0.0025
scan_id,0.003499
issue_flag,0.010502
sequence,0.0025
scan_id,0.002986
issue_flag,0.011005
sequence,0.003611
scan_id,0.003906
issue_flag,0.001497
sequence,0.000999
scan_id,0.001499
issue_flag,0.000999
sequence,0.001
scan_id,0.0025
issue_flag,0.013202
sequence,0.002499
scan_id,0.002001
issue_flag,0.0082
sequence,0.002323
scan_id,0.002058
issue_flag,0.001
sequence,0.001319
scan_id,0.002998
issue_flag,0.001058
sequence,0.001002
scan_id,0.002001
issue_flag,0.009503
sequence,0.003318
scan_id,0.001499
issue_flag,0.007502
sequence,0.002498
scan_id,0.003502
issue_flag,0.007498
sequence,0.002999
scan_id,0.001503
issue_flag,0.001501
sequence,0.001748
scan_id,0.0025
issue_flag,0.007496
sequence,0.0015
scan_id,0.021076
issue_flag,0.012002
sequence,0.009348
scan_id,0.003162
issue_flag,0.010396
sequence,0.002998
scan_id,0.001999
issue_flag,0.001
sequence,0.001388
scan_id,0.001558
issue_flag,0.00179
sequence,0.001576
scan_id,0.003081
issue_flag,0.009001
sequence,0.003284
scan_id,0.000983
issue_flag,0.001001
sequence,0.001
scan_id,0.002002
issue_flag,0.005501
sequence,0.001997
scan_id,0.003001
issue_flag,0.007499
sequence,0.002
scan_id,0.0015
issue_flag,0.001
sequence,0.001581
scan_id,0.002434
issue_flag,0.008499
sequence,0.001499
scan_id,0.001501
issue_flag,0.009999
sequence,0.002001
scan_id,0.002001
issue_flag,0.001
sequence,0.001415
scan_id,0.0025
issue_flag,0.011002
sequence,0.004618
scan_id,0.002996
issue_flag,0.007997
sequence,0.002499
scan_id,0.001465
issue_flag,0.002131
sequence,0.001038
scan_id,0.00183
issue_flag,0.000998
sequence,0.001202
scan_id,0.002499
issue_flag,0.007066
sequence,0.002484
scan_id,0.002005
issue_flag,0.008425
sequence,0.0025
scan_id,0.002888
issue_flag,0.006501
sequence,0.002498
scan_id,0.002
issue_flag,0.009004
sequence,0.0015
scan_id,0.002031
issue_flag,0.010499
sequence,0.00199
scan_id,0.002112
issue_flag,0.007278
sequence,0.001999
scan_id,0.001501
issue_flag,0.005999
sequence,0.002001
scan_id,0.0025
issue_flag,0.006
sequence,0.001501
scan_id,0.0015
issue_flag,0.008543
sequence,0.002499
scan_id,0.001501
issue_flag,0.001
sequence,0.001
scan_id,0.001499
issue_flag,0.001
sequence,0.0015
scan_id,0.002002
issue_flag,0.007999
sequence,0.002022
scan_id,0.001978
issue_flag,0.008
sequence,0.001498
scan_id,0.001503
issue_flag,0.006498
sequence,0.003798
scan_id,0.001942
issue_flag,0.009001
sequence,0.002346
scan_id,0.001499
issue_flag,0.001
sequence,0.001002
scan_id,0.003
issue_flag,0.0075
sequence,0.001501
scan_id,0.001502
issue_flag,0.006148
sequence,0.002073
scan_id,0.001586
issue_flag,0.009913
sequence,0.003158
scan_id,0.002615
issue_flag,0.009501
sequence,0.001499
scan_id,0.001373
issue_flag,0.008002
sequence,0.002002
scan_id,0.0025
issue_flag,0.0085
sequence,0.002001
scan_id,0.002228
issue_flag,0.006536
sequence,0.002001
scan_id,0.001502
issue_flag,0.005998
sequence,0.002501
scan_id,0.002502
issue_flag,0.007498
sequence,0.0025
scan_id,0.002001
issue_flag,0.009499
sequence,0.002
scan_id,0.002001
issue_flag,0.0075
sequence,0.002001
scan_id,0.001999
issue_flag,0.0065
sequence,0.003
scan_id,0.001499
issue_flag,0.007999
sequence,0.002582
scan_id,0.001723
issue_flag,0.008391
sequence,0.0025
scan_id,0.003498
issue_flag,0.008754
sequence,0.002087
scan_id,0.002075
issue_flag,0.010282
sequence,0.002275
scan_id,0.001502
issue_flag,0.011
sequence,0.001999
scan_id,0.003212
issue_flag,0.011611
sequence,0.002975
scan_id,0.002494
issue_flag,0.001499
sequence,0.000998
scan_id,0.002501
issue_flag,0.011458
sequence,0.003612
scan_id,0.0025
issue_flag,0.0075
sequence,0.002001
scan_id,0.002999
issue_flag,0.00959
sequence,0.002022
scan_id,0.002503
issue_flag,0.001497
sequence,0.001499
scan_id,0.002501
issue_flag,0.009498
sequence,0.0035
scan_id,0.003709
issue_flag,0.01451
sequence,0.004175
scan_id,0.003502
issue_flag,0.011999
sequence,0.002499
scan_id,0.001
issue_flag,0.000502
sequence,0.0005
scan_id,0.0015
issue_flag,0.006971
sequence,0.0025
scan_id,0.001502
issue_flag,0.008002
sequence,0.002504
scan_id,0.001499
issue_flag,0.000998
sequence,0.001001
scan_id,0.001499
issue_flag,0.007002
sequence,0.002498
scan_id,0.0025
issue_flag,0.0065
sequence,0.002001
scan_id,0.001499
issue_flag,0.0085
sequence,0.002
scan_id,0.002146
issue_flag,0.0075
sequence,0.003999
scan_id,0.002001
issue_flag,0.0065
sequence,0.002001
scan_id,0.001501
issue_flag,0.001999
sequence,0.001002
scan_id,0.001499
issue_flag,0.008242
sequence,0.001501
scan_id,0.002697
issue_flag,0.008997
sequence,0.002
scan_id,0.002556
issue_flag,0.008253
sequence,0.001498
scan_id,0.001415
issue_flag,0.008542
sequence,0.002001
scan_id,0.000999
issue_flag,0.000501
sequence,0.0005
scan_id,0.001501
issue_flag,0.008501
sequence,0.002498
scan_id,0.001499
issue_flag,0.007999
sequence,0.004002
scan_id,0.002498
issue_flag,0.0065
sequence,0.002002
scan_id,0.002678
issue_flag,0.007999
sequence,0.002
scan_id,0.0025
issue_flag,0.009
sequence,0.002001
scan_id,0.001499
issue_flag,0.006502
sequence,0.002501
scan_id,0.001999
issue_flag,0.007501
sequence,0.003002
scan_id,0.002157
issue_flag,0.009501
sequence,0.001999
scan_id,0.001966
issue_flag,0.01265
sequence,0.002091
scan_id,0.00156
issue_flag,0.007631
sequence,0.003516
scan_id,0.002002
issue_flag,0.0075
sequence,0.002
scan_id,0.001119
issue_flag,0.000999
sequence,0.000881
scan_id,0.002001
issue_flag,0.001
sequence,0.001498
scan_id,0.002
issue_flag,0.001002
sequence,0.001
scan_id,0.002999
issue_flag,0.009999
sequence,0.003001
scan_id,0.007
issue_flag,0.013
sequence,0.002188
scan_id,0.001557
issue_flag,0.009386
sequence,0.002686
scan_id,0.00155
issue_flag,0.001057
sequence,0.00053
scan_id,0.001328
issue_flag,0.009001
sequence,0.001
scan_id,0.001291
issue_flag,0.001048
sequence,0.000526
scan_id,0.001559
issue_flag,0.008756
sequence,0.002423
scan_id,0.001041
issue_flag,0.001046
sequence,0.001048
scan_id,0.001045
issue_flag,0.001091
sequence,0.001
scan_id,0.005001
issue_flag,0.0065
sequence,0.001505
scan_id,0.001659
issue_flag,0.008999
sequence,0.002922
scan_id,0.003577
issue_flag,0.036831
sequence,0.003509
scan_id,0.002173
issue_flag,0.012098
sequence,0.002904
scan_id,0.002498
issue_flag,0.012085
sequence,0.002282
scan_id,0.00287
issue_flag,0.009025
sequence,0.002475
scan_id,0.004133
issue_flag,0.002001
sequence,0.001499
scan_id,0.002501
issue_flag,0.001498
sequence,0.001004
scan_id,0.002593
issue_flag,0.010204
sequence,0.002962
scan_id,0.003
issue_flag,0.033648
sequence,0.004033
scan_id,0.010453
issue_flag,0.022912
sequence,0.003
scan_id,0.005502
issue_flag,0.0095
sequence,0.003999
scan_id,0.004526
issue_flag,0.010056
sequence,0.004695
scan_id,0.003002
issue_flag,0.013683
sequence,0.002997
scan_id,0.001999
issue_flag,0.011077
sequence,0.001978
scan_id,0.002001
issue_flag,0.008503
sequence,0.002866
scan_id,0.001997
issue_flag,0.001653
sequence,0.001191
scan_id,0.002062
issue_flag,0.010219
sequence,0.003072
scan_id,0.0015
issue_flag,0.0015
sequence,0.002
scan_id,0.002954
issue_flag,0.009999
sequence,0.003635
scan_id,0.00366
issue_flag,0.012884
sequence,0.0025
scan_id,0.0035
issue_flag,0.009786
sequence,0.002189
scan_id,0.002526
issue_flag,0.011975
sequence,0.003502
scan_id,0.003449
issue_flag,0.008856
sequence,0.003017
scan_id,0.002355
issue_flag,0.001501
sequence,0.0015
scan_id,0.002499
issue_flag,0.012001
sequence,0.003147
scan_id,0.001501
issue_flag,0.002002
sequence,0.001116
scan_id,0.001502
issue_flag,0.005499
sequence,0.002
scan_id,0.001499
issue_flag,0.005998
sequence,0.002171
scan_id,0.001523
issue_flag,0.001
sequence,0.001501
scan_id,0.001999
issue_flag,0.012132
sequence,0.002372
scan_id,0.001777
issue_flag,0.007501
sequence,0.0035
scan_id,0.002022
issue_flag,0.001045
sequence,0.001001
scan_id,0.001723
issue_flag,0.007501
sequence,0.0025
scan_id,0.0015
issue_flag,0.005501
sequence,0.002999
scan_id,0.001999
issue_flag,0.007
sequence,0.002
scan_id,0.001501
issue_flag,0.011139
sequence,0.002131
scan_id,0.001902
issue_flag,0.008999
sequence,0.002641
scan_id,0.002353
issue_flag,0.009499
sequence,0.0025
scan_id,0.002387
issue_flag,0.010219
sequence,0.002413
scan_id,0.0015
issue_flag,0.006502
sequence,0.002502
scan_id,0.002496
issue_flag,0.008896
sequence,0.002115
scan_id,0.001886
issue_flag,0.009287
sequence,0.002643
scan_id,0.002264
issue_flag,0.009002
sequence,0.002499
scan_id,0.002001
issue_flag,0.008678
sequence,0.002246
scan_id,0.002498
issue_flag,0.00922
sequence,0.002075
scan_id,0.00247
issue_flag,0.007501
sequence,0.003
scan_id,0.001001
issue_flag,0.002002
sequence,0.001678
scan_id,0.001822
issue_flag,0.0075
sequence,0.002567
scan_id,0.001002
issue_flag,0.000999
sequence,0.001
scan_id,0.001999
issue_flag,0.001001
sequence,0.001
scan_id,0.001497
issue_flag,0.008001
sequence,0.002564
scan_id,0.0015
issue_flag,0.008502
sequence,0.00335
scan_id,0.002016
issue_flag,0.008989
sequence,0.003494
scan_id,0.00249
issue_flag,0.009501
sequence,0.002294
scan_id,0.002182
issue_flag,0.006999
sequence,0.00213
scan_id,0.0025
issue_flag,0.001878
sequence,0.001001
scan_id,0.002
issue_flag,0.009999
sequence,0.002498
scan_id,0.0015
issue_flag,0.0095
sequence,0.00307
scan_id,0.002001
issue_flag,0.001
sequence,0.001001
scan_id,0.001499
issue_flag,0.005379
sequence,0.001501
scan_id,0.001501
issue_flag,0.030001
sequence,0.002668
scan_id,0.003
issue_flag,0.0095
sequence,0.001702
scan_id,0.001572
issue_flag,0.000515
sequence,0.000514
scan_id,0.00378
issue_flag,0.009352
sequence,0.003001
scan_id,0.004665
issue_flag,0.007999
sequence,0.003434
scan_id,0.004151
issue_flag,0.010567
sequence,0.003177
scan_id,0.002999
issue_flag,0.0075
sequence,0.001999
scan_id,0.00202
issue_flag,0.006837
sequence,0.002648
scan_id,0.002079
issue_flag,0.010654
sequence,0.002077
scan_id,0.002079
issue_flag,0.007691
sequence,0.003498
scan_id,0.001465
issue_flag,0.001501
sequence,0.000998
scan_id,0.001502
issue_flag,0.001019
sequence,0.001482
scan_id,0.001001
issue_flag,0.000998
sequence,0.0005
scan_id,0.003
issue_flag,0.007681
sequence,0.001497
scan_id,0.001501
issue_flag,0.009001
sequence,0.001999
scan_id,0.0025
issue_flag,0.009501
sequence,0.0025
scan_id,0.0025
issue_flag,0.003999
sequence,0.002501
scan_id,0.004001
issue_flag,0.008217
sequence,0.00228
scan_id,0.001001
issue_flag,0.006577
sequence,0.001999
scan_id,0.001503
issue_flag,0.005999
sequence,0.004001
scan_id,0.003056
issue_flag,0.009173
sequence,0.003264
scan_id,0.00273
issue_flag,0.007999
sequence,0.0025
scan_id,0.003215
issue_flag,0.007908
sequence,0.001499
scan_id,0.002
issue_flag,0.00933
sequence,0.00212
scan_id,0.0015
issue_flag,0.007499
sequence,0.002002
scan_id,0.001999
issue_flag,0.007501
sequence,0.001501
scan_id,0.002999
issue_flag,0.005503
sequence,0.001998
scan_id,0.002013
issue_flag,0.007999
sequence,0.001499
scan_id,0.002001
issue_flag,0.001
sequence,0.001
scan_id,0.001499
issue_flag,0.001001
sequence,0.000501
scan_id,0.002001
issue_flag,0.010002
sequence,0.002499
scan_id,0.001499
issue_flag,0.001262
sequence,0.001553
scan_id,0.002441
issue_flag,0.009999
sequence,0.001501
scan_id,0.001498
issue_flag,0.01
sequence,0.0015
scan_id,0.001501
issue_flag,0.008058
sequence,0.003499
scan_id,0.002001
issue_flag,0.0065
sequence,0.003008
scan_id,0.002991
issue_flag,0.008502
sequence,0.003001
scan_id,0.002425
issue_flag,0.008529
sequence,0.001997
scan_id,0.002999
issue_flag,0.008002
sequence,0.001999
scan_id,0.002
issue_flag,0.008502
sequence,0.001499
scan_id,0.001499
issue_flag,0.001001
sequence,0.000998
scan_id,0.002004
issue_flag,0.009497
sequence,0.002001
scan_id,0.002
issue_flag,0.0085
sequence,0.001998
scan_id,0.001003
issue_flag,0.000999
sequence,0.000999
scan_id,0.001501
issue_flag,0.007021
sequence,0.003499
scan_id,0.002002
issue_flag,0.000999
sequence,0.001002
scan_id,0.0005
issue_flag,0.000999
sequence,0.001001
scan_id,0.00188
issue_flag,0.0105
sequence,0.002487
scan_id,0.000958
issue_flag,0.001002
sequence,0.001
scan_id,0.001498
issue_flag,0.0085
sequence,0.00248
scan_id,0.003
issue_flag,0.007001
sequence,0.003
scan_id,0.003
issue_flag,0.010002
sequence,0.002499
scan_id,0.002498
issue_flag,0.013501
sequence,0.003498
scan_id,0.002001
issue_flag,0.0015
sequence,0.0015
scan_id,0.002
issue_flag,0.014979
sequence,0.003404
scan_id,0.003
issue_flag,0.001487
sequence,0.000987
scan_id,0.001499
issue_flag,0.009
sequence,0.0025
scan_id,0.0015
issue_flag,0.0075
sequence,0.003
scan_id,0.0025
issue_flag,0.0055
sequence,0.002501
scan_id,0.0015
issue_flag,0.001499
sequence,0.001002
scan_id,0.002999
issue_flag,0.001472
sequence,0.001001
scan_id,0.000999
issue_flag,0.000813
sequence,0.001001
scan_id,0.001518
issue_flag,0.008593
sequence,0.001502
scan_id,0.002169
issue_flag,0.007151
sequence,0.00194
scan_id,0.002998
issue_flag,0.007197
sequence,0.002
scan_id,0.001498
issue_flag,0.008001
sequence,0.00212
scan_id,0.003002
issue_flag,0.010999
sequence,0.002001
scan_id,0.000999
issue_flag,0.001002
sequence,0.001
scan_id,0.002498
issue_flag,0.008519
sequence,0.001501
scan_id,0.0015
issue_flag,0.010001
sequence,0.0025
scan_id,0.002502
issue_flag,0.001499
sequence,0.0015
scan_id,0.002497
issue_flag,0.012311
sequence,0.002032
scan_id,0.002002
issue_flag,0.008999
sequence,0.003482
scan_id,0.002499
issue_flag,0.009003
sequence,0.001501
scan_id,0.001
issue_flag,0.009011
sequence,0.001262
scan_id,0.0015
issue_flag,0.006033
sequence,0.002633
scan_id,0.003523
issue_flag,0.001362
sequence,0.001001
scan_id,0.001
issue_flag,0.001001
sequence,0.001
scan_id,0.001499
issue_flag,0.001001
sequence,0.001112
scan_id,0.001435
issue_flag,0.008477
sequence,0.001501
scan_id,0.001
issue_flag,0.009602
sequence,0.001999
scan_id,0.0015
issue_flag,0.008999
sequence,0.003159
scan_id,0.001578
issue_flag,0.001514
sequence,0.001001
scan_id,0.001498
issue_flag,0.007001
sequence,0.002003
scan_id,0.001497
issue_flag,0.001001
sequence,0.001
scan_id,0.0015
issue_flag,0.007999
sequence,0.003
scan_id,0.001995
issue_flag,0.005997
sequence,0.002003
scan_id,0.001499
issue_flag,0.003001
sequence,0.002501
scan_id,0.001498
issue_flag,0.001001
sequence,0.000998
scan_id,0.002021
issue_flag,0.008
sequence,0.001995
scan_id,0.001999
issue_flag,0.009635
sequence,0.001499
scan_id,0.002499
issue_flag,0.009501
sequence,0.0015
scan_id,0.001502
issue_flag,0.007523
sequence,0.001503
scan_id,0.001497
issue_flag,0.007501
sequence,0.001997
scan_id,0.001501
issue_flag,0.000999
sequence,0.001001
scan_id,0.001499
issue_flag,0.004999
sequence,0.001501
scan_id,0.004999
issue_flag,0.009502
sequence,0.003281
scan_id,0.003
issue_flag,0.006497
sequence,0.002001
scan_id,0.002867
issue_flag,0.008218
sequence,0.002501
scan_id,0.001999
issue_flag,0.007295
sequence,0.002636
scan_id,0.001567
issue_flag,0.006207
sequence,0.0015
scan_id,0.001502
issue_flag,0.007501
sequence,0.002524
scan_id,0.001977
issue_flag,0.007499
sequence,0.001652
scan_id,0.001963
issue_flag,0.006073
sequence,0.00152
scan_id,0.003555
issue_flag,0.009418
sequence,0.001553
scan_id,0.002074
issue_flag,0.007882
sequence,0.002
scan_id,0.0015
issue_flag,0.012877
sequence,0.0025
